"claim_text","immigration","healthcare","crime","economy","education","legal_political","elections","foreign_policy","verdict","speaker"
"Gov. Scott Walker bought 80 new, brand-new vehicles for the state that we probably dont need.",0,0,0,1,0,0,0,0,"Mostly False","kathleen-vinehout"
"Says he passed eight measures, including ones to prevent groping at airport security checks and to bar sanctuary cities in Texas.",1,0,0,0,0,1,0,0,"Mixed","david-dewhurst"
"Its gotten to a point where the average federal worker makes twice as much as the average private sector worker.",0,0,0,1,0,0,0,0,"False","john-boehner"
"These 15 political appointees (on the IPAB) will make all the major health care decisions for over 300 million Americans.",0,1,0,0,0,0,0,0,"False","michele-bachmann"
"Jason Carter supports using Georgia tax dollars to promote Obamacare",0,1,0,0,0,0,0,0,"Mostly False","republican-governors-association"
"Dan Patrick said that if women get paid less than a man for the same job, that thats not a problem.",0,0,0,1,0,0,0,0,"Mixed","leticia-van-de-putte"
"Weve got an average of 5,600 soldiers committing suicide. Thats about 20 a day.",0,1,0,0,0,0,0,0,"Mixed","david-scott"
"Today, for the first time in fifteen years, Master Locks unionized plant in Milwaukee is running at full capacity.",0,0,0,1,0,0,0,0,"True","barack-obama"
"Tom Reed has actually voted for every single trade deal that has ever come before him in any form.",0,0,0,1,0,0,0,0,"True","john-plumb"
"ISIS camp a few miles from Texas, Mexican authorities confirm.",1,0,0,0,0,0,0,1,"False","judicial-watch"
"New federal projections estimate that the health care overhaul will cost $1.76 trillion over 10 years -- well above the $940 billion Democrats originally claimed.",0,1,0,0,0,0,0,0,"False","tom-price"
"The unemployment rate may be as high as 42 percent.",0,0,1,1,0,0,0,0,"False","donald-trump"
"Common Core is not from the federal government, they do not have their fingerprints on this thing at all.",0,0,0,1,1,0,0,0,"Mostly True","sondy-pope"
"Social Security is indeed a Ponzi scheme.",0,0,0,1,0,0,0,0,"False","rick-perry"
"Says Scott Walker brags a lot about having an independent agency investigate police shootings. Of course, he didnt fund it.",1,0,1,1,0,0,0,0,"Mostly False","gwen-moore"
"In Miami-Dade County, we spend at our school system over $20 million every year educating recent immigrants.",1,0,0,0,1,0,0,0,"Mostly True","carlos-curbelo"
"The omnibus bill has only $3.8 billion in earmarks.",0,0,0,1,0,0,0,0,"False","democratic-congressional-leadership"
"Trump proposed enacting the largest tax increase in American history.",0,0,0,1,0,0,0,0,"True","jeb-bush"
"Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18-billion of our budget.",0,0,0,1,0,0,0,0,"True","barack-obama"
"Kim Myers voted repeatedly to raise taxes on the people of Broome County, but made millions off of tax savings when her family business relocated its headquarters.",0,0,0,1,0,0,0,0,"Mixed","claudia-tenney"
"Californias Prop 60, which would requirecondom usein adult films, would put workers in the adult film industry at riskfor lawsuits and harassment.",0,1,0,0,0,0,0,0,"Mixed","no-60-campaign-against-condom-requirement-adult-fi"
"Sens. Isaksons, Chambliss Votes Against Unemployment Insurance Were Votes to Kill Nearly 6,000 Georgia Jobs.",0,0,0,1,0,0,0,0,"Mixed","americans-united-change"
"Says real estate taxes were put in place to pay for Obamacare.",0,1,0,1,0,0,0,0,"Mostly False","todd-hunter"
"Says today unemployment has been running near 12 percent or more for the last four years and the Legislature hasnt done much to lower it.",0,0,0,1,0,0,0,0,"Mixed","tim-knopp"
"John Mica voted to borrow $10 trillion.",0,0,0,1,0,0,0,0,"Mixed","sandy-adams"
"Says opponent Mary Burke told reporters she would have required workers to give up bargained-for healthcare and retirement benefits like Gov. Walker.",0,0,0,1,0,0,0,0,"Mostly False","brett-hulsey"
"McCain ""hired some of the biggest lobbyists in Washington to run his campaign.""",0,0,0,0,0,1,1,0,"True","barack-obama"
"We do not want to raise anybodys tax rates. Thats never been on the table.",0,0,0,1,0,0,0,0,"Mostly False","james-clyburn"
"When terrorists killed more than 250 Americans in Lebanon under Ronald Reagan, the Democrats didnt make that a partisan issue.",0,0,0,0,0,0,0,1,"Mixed","hillary-clinton"
"Crime is rising.",1,0,1,0,0,0,0,0,"False","donald-trump"
"Weve got a personal tax system thats so complicated it costs Americans about $500 billion a year to comply with the current tax code.",0,0,0,1,0,0,0,0,"Mostly False","john-boehner"
"(Texas Republicans) believe in abolishing Social Security, abolishing V.A. health care.",0,0,0,1,0,0,0,0,"False","bernie-s"
"Salaries for URI faculty are second to last among New England land grant universities and in lowest 20 percent of major U.S. research institutions",0,0,0,1,1,0,0,0,"Mixed","frank-annunziato"
"Oregon is the only state out of the 50 states in the USA that continues to pay 100% of the medical benefits for its employees and their families.",0,1,0,1,0,0,0,0,"False","dennis-richardson"
"Says Donald Trump cashed in on Sept. 11,collecting $150,000 in federal funds intended to help small businesses recover even though days after the attack Trump said his properties were not affected.",0,0,0,1,0,0,0,1,"Mixed","joseph-crowley"
"An independent payment advisory board created by in the health care reform law is like a Medicare IRS with the power to cut Medicare in order to pay for new government programs.",0,1,0,0,0,0,0,0,"False","60-plus-association"
"The Mitchell Park Domes lose about $1 million-plus every year and the number of people going to the Domes has been going down.",0,0,0,1,0,0,0,0,"False","chris-abele"
"Under a bill before the legislature, youd have to go to court to fire an employee.",0,0,0,1,0,1,0,0,"False","kenneth-block"
"This is what President Obama said the jobless rate would be if we passed the stimulus: 5.6 percent.",0,0,0,1,0,0,0,0,"Mostly False","american-crossroads"
"George Allen and his colleagues in the Senate turned the biggest surplus in the history of the United States into the biggest deficit in the history of the United States.",0,0,1,1,0,0,0,0,"Mixed","tim-kaine"
"Says Newt Gingrich made an affirmative statement that he would not only support but he would campaign for Republicans who were in support of the barbaric procedure known as partial-birth abortion.",0,1,0,0,0,0,0,0,"Mostly True","michele-bachmann"
"U.S. global AIDS spending helped reduce political instability and violence by 40 percent in recipient nations.",0,1,0,0,0,0,0,1,"Mostly False","tom-daschle"
"I told the Congress 'thanks, but no thanks,' on that Bridge to Nowhere.",0,0,0,1,0,0,0,0,"Mixed","sarah-palin"
"The actual (construction) contracts that weve awarded to date have come in several hundred million dollars below estimates.",0,0,0,1,0,0,0,0,"Mostly True","jeff-morales"
"State school funding per pupil is down 16 percent compared to 2009, after adjusting for inflation.",0,0,0,1,1,0,0,0,"True","virginia-education-association"
"Unemployment has fallen from 10 percent during the presidents first year in office to 8.5 percent today.",0,0,0,1,0,0,0,0,"Mixed","hank-johnson"
"There were more people on welfare than working in 2013.",0,0,0,1,0,0,0,0,"False","terry-jeffrey"
"Says Tammy Baldwin introduced a bill that would require doctors and other health care workers to ask patients, including young children, whether they are gay, lesbian, bisexual, or if they know their gender identity.",0,1,0,0,0,0,0,0,"Mostly False","glenn-grothman"
"In fiscal year 2011-2012, 4,191 abortions were paid for by taxpayers via the Oregon Health Plan.",0,1,0,1,0,0,0,0,"True","oregon-2014"
"Im the only (Republican)candidate that has actually reduced the size of government.",0,0,0,1,0,0,0,0,"Mixed","bobby-jindal"
"After how hard you work and how much you pay in taxes, New York City ends up getting the money. Im Chris Jacobs. I think its time we have someone in Albany thats making sure our region gets our fair share",0,0,0,1,0,0,0,0,"False","chris-jacobs"
"Says state Supreme Court candidate Joe Donald twice supported incumbent Justice Rebecca Bradley.",1,0,1,0,0,1,1,0,"Mostly True","joanne-kloppenburg"
"One out of every four students fails to earn a high school diploma. In our major cities across America, half of our kids dont graduate.",0,0,0,1,1,0,0,0,"Mostly True","paul-ryan"
"There were 36 states where Republicans who were in charge refused to implement a state (health insurance) exchange.",0,1,0,0,0,1,0,0,"Mostly False","debbie-wasserman-schultz"
"Texas leads the nation in the percentage of residents without health insurance.",0,1,0,0,0,0,0,0,"True","paul-krugman"
"This administration and this Congress have been systematically cutting funding to border security since the Democrats took control.",1,0,0,0,0,0,0,0,"False","mike-pence"
"A new college tuition reciprocity agreement with Minnesota makes college education more affordable for Wisconsin residents.",0,0,0,1,1,0,0,0,"False","scott-walker"
"Says Cory Booker supports late-term and partial-birth abortion and opposes safety regulations.",0,1,0,0,0,0,0,0,"Mixed","bookerfail"
"Mitt Romney is the first major party candidate for president of the United States in modern times not to release at least 12 years of tax returns.",0,0,0,1,0,0,0,0,"False","debbie-wasserman-schultz"
"In the month of July alone, EU exports to South Korea increased by over 36 percent. A lot of that is our market share. Those are our farmers and our service providers who are suffering.",0,0,0,1,0,0,0,0,"Mixed","rob-portman"
"As Virginia lost over 65,000 jobs, (Tim) Kaine put partisan ambitions first by serving as DNC chairman during the last year of his governorship.",0,0,0,1,0,0,0,0,"Mixed","american-crossroads"
"The DNC says McCain flip-flopped on whether the Iraq War would be easy.",0,0,0,0,0,0,0,1,"Mixed","democratic-national-committee"
"Says Ohio law gives tax breaks to rich people who own private jets.",0,0,0,1,0,0,0,0,"Mostly True","mike-foley"
"Says Zack Space voted for budgets and debt, energy taxes and the stimulus, and we still lost more than 2.5 million jobs.",0,0,0,1,0,0,0,0,"Mixed","americans-job-security"
"Says Paul Ryans budget plan ends Medicare.",0,1,0,1,0,0,0,0,"False","rob-zerban"
"Says New Hampshire has the third-highest property tax in the country.",0,0,1,1,0,0,0,0,"True","jackie-cilley"
"Obama's tax plan cuts taxes ""for 95 percent of all working families.""",0,0,0,1,0,0,0,0,"True","barack-obama"
"Says Colorado Democraticcongressional candidate MorganCarroll racked up $11 billion in new spending in the state Legislature.",0,0,0,1,0,0,0,0,"Mostly False","national-republican-congressional-committee"
"Carol Shea-Porter wants to increase taxes on small business and job creators.",0,0,0,1,0,0,0,0,"False","frank-guinta"
"On whether the United States should intervene in Libya.",0,0,0,0,0,0,0,1,"False","newt-gingrich"
"99.97 percent of the kids live in poverty that attend Cleveland public schools.",0,0,0,1,1,0,0,0,"Mixed","sandra-williams"
"John Kitzhaber created 128,000 new jobs while governor.",0,0,0,1,0,0,0,0,"Mixed","john-kitzhaber"
"Says Texas ranks 49th nationally in what we are doing to support our per-pupil investment in education in the state.",0,0,0,1,1,0,0,0,"Mostly True","wendy-davis"
"What we said was, you can keep (your plan) if it hasnt changed since the law passed.",0,1,0,0,0,0,0,0,"False","barack-obama"
"In 2006, Bernie Sanders voted in the House with hard-line Republicans for indefinite detention for undocumented immigrants, and then he sided with those Republicans to stand with vigilantes known as Minutemen who were taking up outposts along the border to hunt down immigrants.",1,0,0,0,0,0,0,0,"Mostly True","hillary-clinton"
"Says Florida didnt offer special incentives to Deutsche Bank, which announced it will add 300 jobs in Florida.",0,0,0,1,0,0,0,0,"False","rick-scott"
"There was a Gallup poll in Egypt last year, and 70 percent of Egyptians dont want our money.",0,0,0,0,0,0,1,1,"True","rand-paul"
"Americans spend 6.1 billion hours a year on tax preparation.",0,0,0,1,0,0,0,0,"True","virginia-foxx"
"The budget I managed at the Department of Education was more than $60 million.",0,0,0,1,1,0,0,0,"Mostly True","clay-pell"
"We are now, for the first time ever, energy independent.",1,0,0,1,0,0,0,0,"False","hillary-clinton"
"AARP is ""the largest reseller of insurance in the country"" and ""has a vested interest in seeing that the market for reselling supplemental insurance expands.""",0,1,0,0,0,1,0,0,"Mixed","ginny-brown-waite"
"Medicare monthly premiums will go up to $104.20 in 2012 and $247.00 in 2014 due to provisions incorporated in the Obamacare legislation, purposely delayed so as not to confuse the 2012 re-election campaigns.",0,1,0,0,0,0,0,0,"False","chain-email"
"Says Republican Sen. John McCain won more votes for president in Cuyahoga County in the 2008 general election than he did in seven states.",0,0,0,0,0,0,1,0,"True","kevin-dewine"
"Marco Rubio voted against funding health clinics that provide critical care during this public health emergency (Zika).",0,1,0,0,0,0,0,0,"Mostly False","naral-pro-choice"
